customerID,Contract,tenure,MonthlyCharges,Churn,rule_risk_score,ChurnProbability,RiskTier
2812-REYAT,One year,49,20.05,No,0,0.05,Low
6518-PPLMZ,Two year,53,19.4,No,0,0.02,Low
4939-KYYPY,Month-to-month,27,59.45,No,3,0.407,High
8017-LXHFA,Month-to-month,23,94.75,Yes,6,0.84,Critical
5930-GBIWP,Two year,69,81.5,No,1,0.044,Low
6022-KOUQO,Month-to-month,2,29.05,No,5,0.454,High
6352-TWCAU,Month-to-month,35,86.45,Yes,6,0.78,Critical
2361-UPSND,One year,46,70.6,No,1,0.098,Low
6035-RIIOM,Two year,54,97.2,No,3,0.281,Medium
2929-QNSRW,One year,56,98.25,Yes,3,0.512,High
1262-OPMFY,Month-to-month,9,75.75,Yes,8,0.762,Critical
9504-DSHWM,Month-to-month,20,59.2,No,3,0.33,Medium
5035-BVCXS,Month-to-month,11,75.9,No,8,0.781,Critical
6267-DCFFZ,Month-to-month,30,90.05,No,6,0.81,Critical
3533-UVMOM,Two year,68,70.95,No,2,0.027,Low
2439-LYPMQ,Month-to-month,38,102.6,No,6,0.825,Critical
4248-QPAVC,Month-to-month,17,85.35,Yes,6,0.739,Critical
1899-VXWXM,One year,48,106.1,Yes,3,0.565,High
1478-VPOAD,Month-to-month,1,43.8,No,6,0.643,High
9995-HOTOH,Two year,63,59.0,No,1,0.034,Low
2988-PLAHS,One year,3,69.95,No,3,0.648,High
1371-OJCEK,One year,48,24.35,No,0,0.049,Low
4999-IEZLT,One year,66,29.45,No,0,0.044,Low
8883-ANODQ,Two year,68,84.4,No,3,0.104,Low
4690-LLKUA,Month-to-month,17,45.05,Yes,4,0.668,High
2351-RRBUE,One year,7,20.65,No,2,0.161,Low
5980-BDHPY,Two year,72,87.1,No,1,0.048,Low
1498-DQNRX,Month-to-month,29,19.85,No,3,0.187,Low
9469-WEJBT,Month-to-month,37,90.35,No,5,0.622,High
3331-HQDTW,Month-to-month,34,109.8,Yes,6,0.746,Critical
9490-DFPMD,Month-to-month,42,84.65,Yes,6,0.777,Critical
2581-VKIRT,One year,59,65.5,No,0,0.052,Low
5442-XSDCW,Month-to-month,11,79.5,Yes,8,0.762,Critical
7426-WEIJX,Month-to-month,60,80.95,No,6,0.448,High
2851-MMUTZ,Month-to-month,27,56.15,No,3,0.422,High
3049-NDXFL,Month-to-month,1,85.8,Yes,8,0.866,Critical
8580-AECUZ,Month-to-month,1,79.1,Yes,8,0.889,Critical
3307-TLCUD,Month-to-month,17,34.4,No,4,0.421,High
6625-FLENO,Two year,58,20.75,No,0,0.014,Low
2967-MXRAV,One year,1,18.8,No,2,0.193,Low
7963-GQRMY,Month-to-month,3,44.3,Yes,6,0.587,High
8189-HBVRW,Month-to-month,53,90.8,No,6,0.38,Medium
4163-KIUHY,Month-to-month,35,25.6,No,3,0.267,Medium
1228-FZFRV,Month-to-month,50,105.95,Yes,6,0.523,High
3500-NSDOA,Two year,68,70.8,No,1,0.034,Low
1171-TYKUR,Month-to-month,47,25.4,No,3,0.13,Low
3761-FLYZI,Month-to-month,65,108.8,No,6,0.713,Critical
2058-DCJBE,Month-to-month,5,69.75,Yes,7,0.815,Critical
5364-XYIRR,Month-to-month,51,94.65,Yes,6,0.761,Critical
4829-AUOAX,Month-to-month,46,96.05,Yes,6,0.679,High
1219-NNDDO,Month-to-month,9,76.85,No,8,0.846,Critical
8388-DMKAE,Two year,8,20.25,No,2,0.094,Low
4403-BWPAY,One year,14,24.8,No,0,0.246,Medium
9659-QEQSY,Month-to-month,45,115.65,No,5,0.604,High
5405-ZMYXQ,Month-to-month,8,74.6,No,8,0.832,Critical
5047-LHVLY,Month-to-month,1,50.15,Yes,6,0.738,Critical
1442-OKRJE,One year,66,103.15,No,3,0.214,Medium
4737-AQCPU,Two year,72,72.1,No,1,0.014,Low
9158-VCTQB,Month-to-month,41,113.6,Yes,5,0.574,High
2808-CHTDM,Two year,23,25.1,No,0,0.058,Low
6311-UEUME,Month-to-month,29,78.9,Yes,6,0.741,Critical
0793-TWELN,Month-to-month,4,80.15,No,8,0.797,Critical
3283-WCWXT,Two year,6,25.4,No,2,0.108,Low
1060-ENTOF,One year,67,105.4,No,2,0.247,Medium
0999-QXNSA,Month-to-month,7,45.75,No,6,0.709,Critical
5451-MHQOF,One year,56,24.45,No,0,0.054,Low
4836-WNFNO,Two year,72,25.0,No,0,0.01,Low
9225-BZLNZ,Two year,72,85.25,No,2,0.084,Low
0354-VXMJC,Two year,23,19.6,No,0,0.036,Low
4422-QVIJA,Month-to-month,35,50.15,No,4,0.392,Medium
9365-SRSZE,Month-to-month,27,70.55,No,6,0.745,Critical
6839-ITVZJ,Month-to-month,26,60.05,Yes,3,0.428,High
8332-OSJDW,One year,12,26.4,No,2,0.182,Low
4735-BJKOU,Two year,40,20.15,No,0,0.028,Low
0274-JKUJR,Month-to-month,7,58.85,No,6,0.551,High
5740-YHGTW,Month-to-month,70,97.55,No,6,0.385,Medium
8917-SZTTJ,Two year,60,19.65,No,0,0.008,Low
1696-MZVAU,One year,39,25.25,No,1,0.178,Low
7359-WWYJV,Two year,72,114.45,No,2,0.093,Low
0375-HVGXO,Month-to-month,1,34.7,Yes,6,0.794,Critical
4906-ZHGPK,One year,54,70.7,No,1,0.162,Low
8593-WHYHV,Month-to-month,3,85.3,Yes,8,0.895,Critical
3795-GWTRD,Two year,63,75.55,No,1,0.018,Low
1298-PHBTI,Two year,71,84.8,No,2,0.079,Low
6223-DHJGV,One year,42,20.65,No,0,0.085,Low
6961-MJKBO,Two year,47,20.45,No,0,0.017,Low
6097-EQISJ,One year,66,102.45,Yes,3,0.359,Medium
4423-YLHDV,Month-to-month,21,104.4,Yes,6,0.784,Critical
8158-WPEZG,Month-to-month,11,35.65,No,5,0.551,High
0107-YHINA,Month-to-month,1,99.75,Yes,8,0.895,Critical
4918-FYJNT,Month-to-month,55,90.45,No,5,0.428,High
0727-BNRLG,Two year,69,97.65,No,2,0.129,Low
4854-CIDCF,Month-to-month,3,73.85,No,8,0.783,Critical
8640-SDGKB,Month-to-month,4,74.4,Yes,6,0.733,Critical
3280-MRDOF,Two year,30,69.1,No,0,0.221,Medium
6435-SRWBJ,Month-to-month,5,82.75,No,7,0.784,Critical
9964-WBQDJ,Two year,71,24.4,No,0,0.015,Low
6303-KFWSL,One year,29,55.25,No,1,0.359,Medium
1702-CCFNJ,Month-to-month,52,61.35,No,3,0.199,Low
8932-CZHRQ,One year,68,76.75,No,2,0.094,Low
0386-CWRGM,Two year,46,19.4,No,0,0.017,Low
5515-RUGKN,Month-to-month,8,54.75,No,6,0.729,Critical
0404-AHASP,Two year,72,19.7,No,0,0.007,Low
7279-NMVJC,One year,17,19.9,No,0,0.114,Low
2081-VEYEH,Month-to-month,3,107.95,No,7,0.825,Critical
6407-UTSLV,Month-to-month,2,83.8,No,8,0.848,Critical
4116-TZAQJ,Month-to-month,9,74.25,Yes,8,0.692,High
9060-HJJRW,One year,51,56.4,No,1,0.251,Medium
2587-YNLES,Two year,6,20.1,No,2,0.079,Low
7398-SKNQZ,Month-to-month,3,94.9,No,8,0.878,Critical
5935-FCCNB,Month-to-month,17,94.2,No,6,0.903,Critical
1958-RNRKS,Month-to-month,30,49.9,No,4,0.481,High
5136-RGMZO,Month-to-month,31,71.05,No,4,0.537,High
8345-MVDYC,Two year,45,81.65,No,1,0.058,Low
8226-BXGES,One year,64,89.45,No,3,0.14,Low
3877-JRJIP,Month-to-month,1,59.85,Yes,6,0.831,Critical
8375-DKEBR,Month-to-month,1,69.6,Yes,7,0.86,Critical
9705-IOVQQ,One year,61,99.0,No,3,0.382,Medium
1015-OWJKI,Month-to-month,1,19.05,No,5,0.415,High
7511-YMXVQ,Month-to-month,9,45.4,Yes,6,0.798,Critical
2040-XBAVJ,Two year,72,114.45,No,2,0.065,Low
7551-JOHTI,Month-to-month,1,19.5,Yes,5,0.413,High
8887-IPQNC,Month-to-month,7,44.25,No,6,0.704,Critical
8646-JCOMS,One year,66,90.55,No,2,0.203,Medium
9804-ICWBG,Month-to-month,1,69.9,Yes,7,0.834,Critical
1222-KJNZD,Month-to-month,40,20.4,No,3,0.121,Low
0106-GHRQR,Month-to-month,16,71.4,No,5,0.698,High
5318-IXUZF,Month-to-month,2,87.15,Yes,8,0.827,Critical
3768-VHXQO,Two year,67,24.85,No,0,0.012,Low
8952-WCVCD,One year,41,104.45,No,3,0.38,Medium
2418-TPEUN,Two year,56,19.8,No,0,0.015,Low
3963-RYFNS,Two year,72,116.45,No,2,0.12,Low
3198-VELRD,Month-to-month,3,84.75,Yes,8,0.846,Critical
8540-ZQGEA,Two year,54,20.05,No,0,0.014,Low
1320-REHCS,Month-to-month,52,110.75,No,5,0.721,Critical
4137-JOPHL,Two year,50,89.7,No,2,0.15,Low
9436-ZBZCT,Month-to-month,14,89.95,Yes,5,0.804,Critical
7801-CEDNV,One year,27,48.7,No,1,0.164,Low
2057-BOYKM,Two year,72,96.6,No,2,0.074,Low
3658-QQJYD,One year,62,74.3,No,2,0.149,Low
1803-BGNBD,Month-to-month,12,54.3,No,5,0.519,High
0134-XWXCE,One year,44,74.85,No,1,0.208,Medium
6950-TWMYB,Two year,54,79.95,No,2,0.075,Low
5848-FHRFC,Two year,68,20.05,No,0,0.007,Low
2243-FNMMI,Month-to-month,20,19.4,No,3,0.25,Medium
2511-MORQY,One year,50,54.9,No,1,0.118,Low
5356-KZCKT,Two year,58,24.45,No,0,0.025,Low
9470-XCCEM,Month-to-month,35,89.65,No,6,0.669,High
6519-CFDBX,Month-to-month,2,45.4,No,6,0.728,Critical
3902-MIVLE,Two year,63,75.7,No,1,0.034,Low
0409-WTMPL,One year,58,110.65,No,3,0.407,High
8763-KIAFH,One year,27,20.55,No,0,0.115,Low
3669-WHAFY,Two year,71,115.15,No,2,0.132,Low
3055-VTCGS,One year,63,58.55,No,1,0.104,Low
3144-KMTWZ,Month-to-month,71,93.25,No,6,0.497,High
7279-BUYWN,Month-to-month,41,113.2,Yes,6,0.769,Critical
7156-MHUGY,Month-to-month,13,90.5,Yes,6,0.888,Critical
7198-GLXTC,Month-to-month,2,79.0,Yes,8,0.805,Critical
2007-QVGAW,Two year,68,19.35,No,0,0.008,Low
5207-PLSTK,Month-to-month,1,48.75,No,6,0.594,High
2307-FYNNL,Two year,65,109.05,No,2,0.205,Medium
5605-XNWEN,Two year,72,25.0,No,0,0.017,Low
2155-AMQRX,Month-to-month,28,54.9,No,3,0.482,High
6181-AXXYF,Two year,72,24.75,No,0,0.008,Low
5091-HFAZW,Month-to-month,2,91.15,No,8,0.777,Critical
0516-VRYBW,One year,18,20.15,Yes,0,0.089,Low
2519-LBNQL,One year,60,104.35,No,3,0.561,High
8623-ULFNQ,Month-to-month,26,66.05,No,3,0.656,High
8380-PEFPE,Month-to-month,1,71.65,Yes,8,0.801,Critical
5687-DKDTV,Month-to-month,4,20.35,Yes,5,0.388,Medium
1568-LJSZU,Two year,68,92.2,No,1,0.054,Low
7530-HDYDS,Month-to-month,38,84.25,Yes,5,0.471,High
7789-HKSBS,One year,42,105.2,No,3,0.562,High
7416-CKTEP,Two year,57,19.6,No,0,0.017,Low
2586-CWXVV,Month-to-month,54,30.4,No,4,0.189,Low
3096-IZETN,Month-to-month,12,78.1,Yes,8,0.722,Critical
2348-KCJLT,One year,44,61.5,No,1,0.15,Low
8401-EMUWF,Month-to-month,42,69.4,No,4,0.342,Medium
4193-IBKSW,Two year,72,24.75,No,0,0.007,Low
5377-NDTOU,Two year,71,91.05,No,1,0.036,Low
5922-ABDVO,Month-to-month,19,89.65,Yes,6,0.789,Critical
2474-LCNUE,Month-to-month,23,73.65,No,4,0.663,High
0839-QNXME,Two year,30,19.4,No,0,0.035,Low
3506-OVLKD,One year,35,26.2,No,0,0.085,Low
9172-ANCRX,Month-to-month,10,98.7,Yes,8,0.85,Critical
6650-VJONK,Month-to-month,1,43.85,No,6,0.701,Critical
2178-PMGCJ,Month-to-month,22,69.7,No,5,0.738,Critical
7492-TAFJD,Two year,7,38.55,No,3,0.118,Low
2773-MADBQ,Two year,36,53.1,No,0,0.077,Low
6016-LVTJQ,Month-to-month,34,20.65,No,3,0.13,Low
7860-KSUGX,Two year,72,64.45,No,1,0.019,Low
8966-KZXXA,Two year,36,25.1,No,0,0.031,Low
6910-HADCM,Month-to-month,1,76.35,Yes,8,0.763,Critical
4816-LXZYW,Month-to-month,23,79.15,Yes,6,0.745,Critical
9606-PBKBQ,Month-to-month,32,85.0,Yes,6,0.825,Critical
5149-QYTTU,One year,71,95.15,No,2,0.109,Low
2070-XYMFH,Month-to-month,23,79.35,No,6,0.82,Critical
2085-BOJKI,One year,17,96.65,No,3,0.675,High
0817-HSUSE,Month-to-month,1,75.5,No,6,0.754,Critical
5442-PPTJY,Two year,12,19.7,No,2,0.064,Low
1927-QEWMY,Two year,72,20.5,No,0,0.007,Low
1663-MHLHE,Month-to-month,1,19.2,No,5,0.415,High
5663-QBGIS,Two year,72,98.35,No,3,0.18,Low
4450-MDZFX,Month-to-month,60,74.35,No,6,0.342,Medium
6701-DHKWQ,Two year,61,51.35,No,0,0.026,Low
7554-AKDQF,Month-to-month,6,45.65,No,6,0.631,High
3536-IQCTX,Month-to-month,32,85.3,Yes,6,0.761,Critical
4911-BANWH,Month-to-month,31,86.55,Yes,6,0.74,Critical
8496-EJAUI,Month-to-month,19,73.85,Yes,6,0.696,High
0794-YVSGE,Two year,72,20.3,No,0,0.005,Low
5423-BHIXO,Month-to-month,32,54.2,No,4,0.528,High
6908-VVYHM,Month-to-month,65,90.65,No,6,0.59,High
2959-EEXWB,Month-to-month,45,50.9,No,4,0.331,Medium
1839-UMACK,One year,42,25.05,No,0,0.073,Low
3030-YDNRM,Month-to-month,8,74.85,No,8,0.846,Critical
7321-KKSDU,Two year,32,20.5,No,0,0.031,Low
3402-XRIUO,Month-to-month,22,63.55,No,3,0.48,High
3132-TVFDZ,Month-to-month,57,44.85,Yes,4,0.475,High
8286-AFUYI,Month-to-month,1,47.95,No,6,0.534,High
8080-DDEMJ,Month-to-month,1,45.1,Yes,6,0.702,Critical
8356-WUAOJ,Month-to-month,1,45.0,No,6,0.734,Critical
6365-MTGZX,Month-to-month,24,96.0,Yes,5,0.758,Critical
1349-WXNGG,Month-to-month,1,20.05,Yes,5,0.364,Medium
8058-DMYRU,Month-to-month,54,90.05,No,6,0.705,Critical
9350-ZXYJC,Two year,4,25.3,No,2,0.175,Low
6990-YNRIO,Two year,65,108.65,Yes,2,0.08,Low
8958-JPTRR,One year,56,24.3,No,0,0.042,Low
6959-GQEGV,Month-to-month,45,75.95,No,5,0.442,High
3173-WSSUE,Two year,71,19.7,No,0,0.005,Low
1265-HVPZB,One year,59,66.4,No,1,0.073,Low
4115-UMJFQ,One year,69,35.75,No,1,0.071,Low
7369-TRPFD,One year,19,18.8,No,0,0.128,Low
1098-KFQEC,Two year,55,19.4,No,0,0.01,Low
7190-XHTWJ,One year,38,19.3,No,0,0.065,Low
0621-TWIEM,Month-to-month,10,45.55,Yes,6,0.672,High
3537-RYBHH,Month-to-month,47,67.45,No,4,0.368,Medium
2485-ITVKB,Month-to-month,2,35.1,Yes,6,0.791,Critical
3669-OYSJI,Month-to-month,1,46.2,Yes,6,0.64,High
1612-EOHDH,Month-to-month,1,45.15,Yes,6,0.649,High
6702-OHFWR,Month-to-month,1,43.3,Yes,6,0.798,Critical
5296-BFCYD,Two year,46,20.1,No,0,0.026,Low
4510-PYUSH,Month-to-month,38,57.15,Yes,4,0.355,Medium
9359-JANWS,Two year,65,58.9,No,0,0.016,Low
7517-SAWMO,Month-to-month,19,73.2,Yes,6,0.642,High
4143-HHPMK,Month-to-month,52,85.35,Yes,6,0.58,High
3279-DYZQM,Two year,71,19.45,No,0,0.006,Low
7054-LGEQW,Month-to-month,1,45.95,Yes,6,0.67,High
0523-VNGTF,Month-to-month,52,50.5,No,3,0.317,Medium
9575-IWCAZ,One year,6,25.1,No,2,0.262,Medium
7105-MXJLL,One year,26,60.7,No,1,0.384,Medium
7064-FRRSW,One year,48,99.0,No,3,0.625,High
7940-UQQUG,One year,64,104.4,No,2,0.239,Medium
0923-PNFUB,Month-to-month,3,83.75,Yes,8,0.772,Critical
3961-SXAXY,Month-to-month,1,44.05,No,6,0.702,Critical
7010-BRBUU,Two year,72,24.1,No,0,0.007,Low
3566-HJGPK,Month-to-month,1,45.55,No,6,0.754,Critical
3062-ICYZQ,Month-to-month,51,93.8,No,6,0.488,High
9938-PRCVK,Two year,41,19.7,No,0,0.016,Low
0973-KYVNF,Two year,72,70.65,No,2,0.029,Low
5129-HHMZC,Two year,43,86.45,No,1,0.081,Low
9637-CDTKZ,Two year,72,114.1,No,2,0.126,Low
3946-JEWRQ,One year,47,95.2,No,3,0.597,High
7873-CVMAW,Two year,72,88.55,No,1,0.037,Low
0463-WZZKO,Month-to-month,3,20.75,No,5,0.464,High
3494-JCHRQ,Month-to-month,1,70.05,Yes,8,0.834,Critical
6474-FVJLC,Month-to-month,2,86.0,Yes,8,0.899,Critical
4524-QCSSM,Month-to-month,26,44.65,No,4,0.435,High
5832-EXGTT,Month-to-month,29,60.2,No,4,0.449,High
8840-DQLGN,Month-to-month,35,100.5,Yes,5,0.605,High
2039-JONDJ,One year,27,55.45,No,1,0.14,Low
7217-JYHOQ,Month-to-month,24,70.3,No,4,0.326,Medium
6695-FRVEC,Two year,67,60.4,No,0,0.017,Low
4547-LYTDD,Month-to-month,16,72.65,Yes,6,0.733,Critical
9894-QMIMJ,One year,23,55.8,No,1,0.218,Medium
8069-YQQAJ,Month-to-month,14,31.1,No,4,0.638,High
6770-XUAGN,Month-to-month,1,21.0,Yes,5,0.437,High
4193-ORFCL,Month-to-month,1,45.1,Yes,6,0.715,Critical
1636-NTNCO,Month-to-month,4,50.95,No,6,0.826,Critical
3466-WAESX,Month-to-month,16,69.1,No,4,0.567,High
9281-PKKZE,Month-to-month,46,43.95,No,4,0.502,High
3638-VBZTA,Two year,68,86.5,No,1,0.048,Low
7459-IMVYU,Month-to-month,38,69.95,No,3,0.223,Medium
7776-QWNFX,Month-to-month,30,50.4,Yes,4,0.492,High
6689-TCZHQ,Month-to-month,5,78.95,Yes,8,0.826,Critical
8563-OYMQY,Month-to-month,17,90.95,No,6,0.771,Critical
0754-EEBDC,Two year,4,19.9,No,2,0.087,Low
5777-ZPQNC,One year,12,20.15,No,2,0.157,Low
1951-IEYXM,Two year,72,90.6,No,1,0.045,Low
3318-NMQXL,Month-to-month,3,92.0,No,8,0.894,Critical
3143-ILDAL,Month-to-month,56,94.45,Yes,5,0.544,High
1022-RKXDR,One year,41,24.85,No,0,0.115,Low
2361-FJWNO,One year,40,36.0,No,0,0.101,Low
2272-UOINI,Month-to-month,7,78.5,No,6,0.585,High
8232-UTFOZ,Two year,69,19.95,No,0,0.008,Low
3750-YHRYO,One year,7,20.65,No,2,0.164,Low
6637-KYRCV,Month-to-month,5,30.5,No,6,0.634,High
5668-MEISB,Two year,72,106.1,No,2,0.051,Low
0129-QMPDR,One year,44,20.5,No,0,0.05,Low
7188-CBBBA,One year,65,95.5,No,3,0.378,Medium
5356-CSVSQ,Month-to-month,3,64.6,No,5,0.668,High
3221-CJMSG,Month-to-month,24,51.1,No,3,0.449,High
4720-VSTSI,Month-to-month,44,84.8,Yes,6,0.593,High
3219-JQRSL,Two year,72,89.1,No,1,0.046,Low
2801-NISEI,Month-to-month,24,54.95,No,3,0.272,Medium
3946-MHCZW,Month-to-month,1,50.9,Yes,6,0.663,High
4623-ZKHLY,Month-to-month,22,20.45,No,3,0.272,Medium
6732-VAILE,Two year,70,85.95,No,1,0.069,Low
8201-AAXCB,Month-to-month,25,60.35,No,4,0.537,High
7696-CFTAT,Two year,37,19.8,No,0,0.02,Low
1845-CSBRZ,Month-to-month,22,85.35,No,6,0.735,Critical
2123-VSCOT,Two year,59,72.1,No,1,0.066,Low
6651-AZVTJ,Month-to-month,49,99.8,Yes,6,0.722,Critical
4566-GOLUK,Month-to-month,47,107.35,Yes,5,0.641,High
2484-DGXPZ,Month-to-month,31,19.55,Yes,3,0.198,Low
2018-QKYGT,Month-to-month,1,81.05,No,8,0.839,Critical
2792-VPPET,Month-to-month,3,20.5,No,5,0.483,High
7409-JURKQ,One year,53,111.8,No,2,0.424,High
3247-MHJKM,Month-to-month,1,20.2,No,5,0.42,High
1964-SVLEA,One year,20,19.7,No,0,0.181,Low
4587-NUKOX,Month-to-month,3,79.1,Yes,8,0.715,Critical
7297-DVYGA,One year,51,19.85,No,0,0.047,Low
2239-CGBUZ,One year,51,60.5,No,0,0.071,Low
0854-UYHZD,Two year,13,19.55,No,0,0.061,Low
7243-LCGGZ,Month-to-month,1,20.9,No,5,0.42,High
8267-KFGYD,Month-to-month,1,21.05,No,5,0.461,High
4890-VMUAV,One year,63,71.5,No,1,0.059,Low
9261-WDCAF,Month-to-month,3,54.65,No,6,0.713,Critical
3764-MNMOI,Two year,46,19.2,No,0,0.019,Low
7442-YGZFK,Month-to-month,1,49.8,No,6,0.778,Critical
0420-BWTPW,Month-to-month,8,25.5,Yes,6,0.568,High
8229-BUJHX,Two year,71,20.5,No,0,0.005,Low
7449-HVPIV,Month-to-month,55,90.4,No,6,0.598,High
5504-WSIUR,One year,70,90.25,No,2,0.183,Low
8183-ONMXC,Month-to-month,2,80.75,Yes,8,0.81,Critical
8466-PZBLH,Two year,67,104.6,No,2,0.078,Low
9614-RMGHA,Month-to-month,65,91.85,Yes,6,0.556,High
8735-IJJEG,Month-to-month,14,50.2,No,4,0.513,High
0564-MUUQK,Month-to-month,20,95.5,No,5,0.697,High
5054-IEXZT,Month-to-month,1,75.35,Yes,8,0.771,Critical
5834-ASPWA,Month-to-month,1,75.45,Yes,8,0.873,Critical
0701-RFGFI,Month-to-month,49,95.4,No,6,0.689,High
0019-EFAEP,Two year,72,101.3,No,3,0.118,Low
5619-PTMIK,Month-to-month,46,53.1,No,4,0.253,Medium
3737-XBQDD,Month-to-month,24,84.85,No,6,0.716,Critical
5882-CMAZQ,Month-to-month,5,34.25,No,5,0.429,High
5846-QFDFI,Month-to-month,33,88.6,No,5,0.416,High
4445-KWOKW,One year,42,60.15,No,1,0.167,Low
3511-APPBJ,One year,23,99.95,No,3,0.55,High
7967-HYCDE,Month-to-month,8,70.7,No,8,0.702,Critical
2430-RRYUW,One year,66,54.8,No,1,0.075,Low
3948-XHGNA,Month-to-month,24,49.55,Yes,4,0.409,High
3723-BFBGR,Month-to-month,24,54.8,No,4,0.538,High
0565-IYCGT,One year,69,78.6,Yes,1,0.087,Low
5447-WZAFP,One year,53,100.3,No,3,0.471,High
5110-CHOPY,Two year,60,53.6,No,1,0.051,Low
5445-UTODQ,Month-to-month,7,81.1,Yes,8,0.847,Critical
4425-OWHWB,One year,20,19.35,No,0,0.156,Low
7892-QVYKW,Month-to-month,23,85.6,No,6,0.712,Critical
9675-ICXCT,Two year,72,80.8,No,1,0.037,Low
1024-VRZHF,Month-to-month,11,74.95,Yes,8,0.835,Critical
4703-MQYKT,Two year,21,19.6,No,0,0.058,Low
9497-QCMMS,Month-to-month,1,93.55,Yes,8,0.934,Critical
5692-ICXLW,Month-to-month,31,90.7,No,6,0.815,Critical
0602-DDUML,Two year,57,69.75,No,0,0.046,Low
2208-MPXIO,Two year,45,20.0,No,0,0.021,Low
1960-UYCNN,Month-to-month,10,95.25,No,8,0.855,Critical
0348-SDKOL,Month-to-month,58,102.1,Yes,5,0.611,High
3190-FZATL,Month-to-month,14,19.95,No,3,0.249,Medium
7336-RLLRH,One year,27,80.85,No,1,0.299,Medium
4373-MAVJG,Month-to-month,14,90.9,Yes,6,0.783,Critical
8901-HJXTF,Month-to-month,12,29.2,Yes,6,0.48,High
7710-JSYOA,Two year,69,93.3,No,2,0.095,Low
5419-KLXBN,Month-to-month,25,89.15,Yes,6,0.643,High
3424-NMNBO,One year,58,108.85,Yes,3,0.466,High
9885-MFVSU,Two year,35,46.35,No,0,0.067,Low
4514-GFCFI,Month-to-month,16,84.75,Yes,6,0.878,Critical
0607-MVMGC,One year,45,78.75,No,2,0.236,Medium
3365-SAIGS,Month-to-month,17,83.55,No,6,0.771,Critical
9828-AOQLM,Month-to-month,1,45.7,Yes,6,0.684,High
8022-BECSI,One year,22,19.6,No,0,0.119,Low
8000-REIQB,Month-to-month,1,69.95,Yes,7,0.861,Critical
9993-LHIEB,Two year,67,67.85,No,0,0.02,Low
0266-CLZKZ,Two year,67,105.65,No,2,0.155,Low
7615-ESMYF,Month-to-month,2,44.6,Yes,6,0.766,Critical
3858-VOBET,Month-to-month,23,74.95,Yes,6,0.78,Critical
7020-OZKXZ,Month-to-month,9,75.5,No,8,0.743,Critical
3977-QCRSL,Month-to-month,5,20.15,No,5,0.378,Medium
0017-DINOC,Two year,54,45.2,No,0,0.03,Low
1447-PJGGA,Two year,57,95.25,Yes,3,0.271,Medium
8565-CLBZW,Month-to-month,24,89.85,Yes,6,0.831,Critical
9139-WQQDY,One year,49,100.45,Yes,3,0.428,High
0224-HJAPT,Month-to-month,5,47.15,Yes,6,0.676,High
8086-OVPWV,Month-to-month,2,80.2,Yes,8,0.866,Critical
9430-FRQOC,Month-to-month,4,87.1,Yes,7,0.774,Critical
7639-OPLNG,Two year,70,79.25,No,1,0.03,Low
3074-GQWYX,Month-to-month,5,75.9,Yes,8,0.84,Critical
1492-QGCLU,Month-to-month,53,85.7,No,4,0.252,Medium
6845-RGTYS,Month-to-month,47,98.75,Yes,6,0.579,High
7328-OWMOM,One year,31,20.1,No,0,0.058,Low
4418-LZMSV,Month-to-month,13,61.8,No,3,0.321,Medium
5155-AZQPB,Month-to-month,28,49.9,No,4,0.454,High
8861-HGGKB,Month-to-month,10,86.45,Yes,8,0.825,Critical
1087-GRUYI,Two year,38,20.4,No,0,0.024,Low
7065-YUNRY,Month-to-month,1,45.3,Yes,6,0.75,Critical
7694-VLBWQ,One year,67,104.1,Yes,3,0.364,Medium
2546-KZAAT,One year,52,75.4,No,2,0.217,Medium
0181-RITDD,Two year,62,108.15,No,2,0.072,Low
5989-PGKJB,Month-to-month,16,86.25,No,6,0.79,Critical
4795-KTRTH,Month-to-month,5,81.0,Yes,8,0.867,Critical
8272-ONJLV,One year,12,95.7,No,5,0.648,High
1488-PBLJN,Two year,72,116.85,No,2,0.104,Low
0308-GIQJT,One year,71,105.75,No,2,0.286,Medium
3778-FOAQW,One year,24,20.15,No,0,0.11,Low
4452-ROHMO,Two year,15,19.6,No,0,0.072,Low
6481-OGDOO,One year,67,90.6,Yes,3,0.205,Medium
3090-LETTY,Month-to-month,2,60.95,No,6,0.477,High
5349-AZPEW,Month-to-month,5,25.05,No,6,0.589,High
3753-TSEMP,Month-to-month,15,88.15,Yes,6,0.79,Critical
8305-VHZBZ,Month-to-month,1,20.2,Yes,5,0.52,High
9720-JJJOR,One year,41,60.3,No,1,0.106,Low
8100-HZZLJ,Month-to-month,43,63.95,No,4,0.285,Medium
8775-ERLNB,Month-to-month,1,74.3,No,8,0.849,Critical
8309-IEYJD,Month-to-month,1,70.6,No,8,0.872,Critical
9172-JITSM,Month-to-month,26,90.8,Yes,6,0.774,Critical
6298-QDFNH,Month-to-month,22,79.35,Yes,6,0.759,Critical
7398-HPYZQ,Two year,71,90.55,No,1,0.038,Low
3546-GHEAE,Two year,7,19.45,No,2,0.098,Low
7361-YPXFS,Month-to-month,28,64.45,No,3,0.385,Medium
6557-BZXLQ,Month-to-month,16,69.65,No,5,0.723,Critical
2550-QHZGP,One year,7,19.5,No,2,0.197,Low
7519-JTWQH,Two year,69,110.5,No,2,0.177,Low
2538-OIMXF,Month-to-month,1,24.7,No,6,0.625,High
8543-MSDMF,Month-to-month,3,77.4,No,7,0.741,Critical
