customerID,Contract,tenure,MonthlyCharges,Churn,rule_risk_score,ChurnProbability,RiskTier,AnnualValueAtRisk,RecommendedAction
6551-GNYDG,Month-to-month,14,80.9,No,6,0.752,Critical,970.8000000000001,Call this week: offer 1-year contract discount
8950-MTZNV,Month-to-month,1,44.95,No,6,0.752,Critical,539.4000000000001,Call this week: offer 1-year contract discount
8710-YGLWG,Month-to-month,1,44.9,No,6,0.752,Critical,538.8,Call this week: offer 1-year contract discount
6741-EGCBI,Month-to-month,30,90.5,No,6,0.752,Critical,1086.0,Call this week: offer 1-year contract discount
1078-TDCRN,Month-to-month,3,30.75,No,6,0.752,Critical,369.0,Call this week: offer 1-year contract discount
8782-LKFPK,Month-to-month,44,90.4,No,6,0.751,Critical,1084.8000000000002,Call this week: offer 1-year contract discount
0141-YEAYS,Month-to-month,27,86.45,No,6,0.751,Critical,1037.4,Call this week: offer 1-year contract discount
9773-PEQBZ,Month-to-month,10,79.85,No,8,0.751,Critical,958.1999999999999,Call this week: offer 1-year contract discount
8212-DJRCH,Month-to-month,5,90.35,No,8,0.751,Critical,1084.1999999999998,Call this week: offer 1-year contract discount
1769-GRUIK,Month-to-month,18,71.1,No,6,0.75,Critical,853.1999999999999,Call this week: offer 1-year contract discount
7365-BVCJH,Month-to-month,1,24.4,No,6,0.75,Critical,292.79999999999995,Call this week: offer 1-year contract discount
7586-ZATGZ,Month-to-month,40,84.9,No,6,0.75,Critical,1018.8000000000001,Call this week: offer 1-year contract discount
9274-UARKJ,Month-to-month,15,83.2,No,6,0.75,Critical,998.4000000000001,Call this week: offer 1-year contract discount
5647-FXOTP,Month-to-month,60,105.9,No,6,0.75,Critical,1270.8000000000002,Call this week: offer 1-year contract discount
2275-RBYQS,Month-to-month,1,45.4,No,6,0.75,Critical,544.8,Call this week: offer 1-year contract discount
3323-CPBWR,Month-to-month,23,96.9,No,5,0.75,Critical,1162.8000000000002,Call this week: offer 1-year contract discount
7924-GJZFI,Month-to-month,25,69.3,No,5,0.749,Critical,831.5999999999999,Call this week: offer 1-year contract discount
6692-YQHXC,Month-to-month,16,69.95,No,5,0.749,Critical,839.4000000000001,Call this week: offer 1-year contract discount
2675-DHUTR,Month-to-month,58,98.9,No,6,0.749,Critical,1186.8000000000002,Call this week: offer 1-year contract discount
2694-CIUMO,Month-to-month,12,79.55,No,7,0.749,Critical,954.5999999999999,Call this week: offer 1-year contract discount
0082-LDZUE,Month-to-month,1,44.3,No,6,0.749,Critical,531.5999999999999,Call this week: offer 1-year contract discount
1436-ZMJAN,Month-to-month,10,67.8,No,6,0.748,Critical,813.5999999999999,Call this week: offer 1-year contract discount
2277-VWCNI,Month-to-month,4,48.75,No,6,0.748,Critical,585.0,Call this week: offer 1-year contract discount
6217-TOWGS,Month-to-month,17,75.4,No,5,0.748,Critical,904.8000000000001,Call this week: offer 1-year contract discount
1746-TGTWV,Month-to-month,1,75.35,No,8,0.748,Critical,904.1999999999999,Call this week: offer 1-year contract discount
8445-DNBAE,Month-to-month,1,50.05,No,6,0.747,Critical,600.5999999999999,Call this week: offer 1-year contract discount
9058-MJLZC,Month-to-month,24,94.6,No,6,0.747,Critical,1135.1999999999998,Call this week: offer 1-year contract discount
2325-NBPZG,Month-to-month,3,74.55,No,8,0.747,Critical,894.5999999999999,Call this week: offer 1-year contract discount
3094-JOJAI,Month-to-month,18,74.15,No,6,0.747,Critical,889.8000000000001,Call this week: offer 1-year contract discount
4718-DHSMV,Month-to-month,11,35.8,No,6,0.746,Critical,429.59999999999997,Call this week: offer 1-year contract discount
5365-LLFYV,Month-to-month,2,45.85,No,6,0.746,Critical,550.2,Call this week: offer 1-year contract discount
4128-ETESU,Month-to-month,47,99.7,No,6,0.746,Critical,1196.4,Call this week: offer 1-year contract discount
2832-KJCRD,Month-to-month,38,103.65,No,5,0.746,Critical,1243.8000000000002,Call this week: offer 1-year contract discount
6923-JHPMP,Month-to-month,2,80.45,No,8,0.745,Critical,965.4000000000001,Call this week: offer 1-year contract discount
9365-SRSZE,Month-to-month,27,70.55,No,6,0.745,Critical,846.5999999999999,Call this week: offer 1-year contract discount
2573-GYRUU,Month-to-month,48,91.05,No,6,0.745,Critical,1092.6,Call this week: offer 1-year contract discount
5606-AMZBO,Month-to-month,10,78.15,No,8,0.745,Critical,937.8000000000001,Call this week: offer 1-year contract discount
9214-EKVXR,Month-to-month,1,44.0,No,6,0.745,Critical,528.0,Call this week: offer 1-year contract discount
5233-AOZUF,Month-to-month,29,74.95,No,6,0.744,Critical,899.4000000000001,Call this week: offer 1-year contract discount
6778-YSNIH,Month-to-month,2,59.0,No,6,0.744,Critical,708.0,Call this week: offer 1-year contract discount
9643-YBLUR,Month-to-month,9,69.05,No,6,0.744,Critical,828.5999999999999,Call this week: offer 1-year contract discount
1307-ATKGB,Month-to-month,24,89.55,No,6,0.744,Critical,1074.6,Call this week: offer 1-year contract discount
8630-FJLIB,Month-to-month,18,69.8,No,5,0.744,Critical,837.5999999999999,Call this week: offer 1-year contract discount
6693-FRIRW,Month-to-month,18,101.3,No,6,0.744,Critical,1215.6,Call this week: offer 1-year contract discount
2969-QWUBZ,Month-to-month,2,51.4,No,6,0.744,Critical,616.8,Call this week: offer 1-year contract discount
7020-OZKXZ,Month-to-month,9,75.5,No,8,0.743,Critical,906.0,Call this week: offer 1-year contract discount
3278-FSIXX,Month-to-month,2,45.25,No,6,0.743,Critical,543.0,Call this week: offer 1-year contract discount
0666-UXTJO,Month-to-month,34,85.2,No,6,0.743,Critical,1022.4000000000001,Call this week: offer 1-year contract discount
3452-ABWRL,Month-to-month,47,86.05,No,6,0.742,Critical,1032.6,Call this week: offer 1-year contract discount
2911-WDXMV,Month-to-month,18,80.55,No,6,0.742,Critical,966.5999999999999,Call this week: offer 1-year contract discount
6645-MXQJT,Month-to-month,2,97.1,No,8,0.742,Critical,1165.1999999999998,Call this week: offer 1-year contract discount
7011-CVEUC,Month-to-month,25,95.7,No,5,0.742,Critical,1148.4,Call this week: offer 1-year contract discount
8404-GFGCZ,Month-to-month,4,65.6,No,6,0.742,Critical,787.1999999999999,Call this week: offer 1-year contract discount
8543-MSDMF,Month-to-month,3,77.4,No,7,0.741,Critical,928.8000000000001,Call this week: offer 1-year contract discount
5895-QSXOD,Month-to-month,9,70.05,No,8,0.741,Critical,840.5999999999999,Call this week: offer 1-year contract discount
9979-RGMZT,One year,7,94.05,No,5,0.741,Critical,1128.6,Call this week: personal retention offer
7176-WIONM,Month-to-month,12,49.85,No,6,0.74,Critical,598.2,Call this week: offer 1-year contract discount
9552-TGUZV,Month-to-month,8,75.0,No,8,0.74,Critical,900.0,Call this week: offer 1-year contract discount
2800-QQUSO,Month-to-month,42,100.3,No,5,0.74,Critical,1203.6,Call this week: offer 1-year contract discount
7813-ZGGAW,Month-to-month,31,96.6,No,5,0.74,Critical,1159.1999999999998,Call this week: offer 1-year contract discount
5419-JKZNQ,Month-to-month,30,77.9,No,6,0.74,Critical,934.8000000000001,Call this week: offer 1-year contract discount
5626-MGTUK,Month-to-month,20,89.1,No,6,0.74,Critical,1069.1999999999998,Call this week: offer 1-year contract discount
6862-CQUMB,Month-to-month,37,96.1,No,6,0.739,Critical,1153.1999999999998,Call this week: offer 1-year contract discount
2637-FKFSY,Month-to-month,3,46.1,No,6,0.739,Critical,553.2,Call this week: offer 1-year contract discount
2786-GCDPI,Month-to-month,50,104.95,No,5,0.739,Critical,1259.4,Call this week: offer 1-year contract discount
2178-PMGCJ,Month-to-month,22,69.7,No,5,0.738,Critical,836.4000000000001,Call this week: offer 1-year contract discount
5226-NOZFC,Month-to-month,26,85.75,No,6,0.738,Critical,1029.0,Call this week: offer 1-year contract discount
6559-PDZLR,Month-to-month,26,98.65,No,5,0.738,Critical,1183.8000000000002,Call this week: offer 1-year contract discount
2424-WVHPL,Month-to-month,1,74.7,No,7,0.737,Critical,896.4000000000001,Call this week: offer 1-year contract discount
1346-UFHAX,Month-to-month,13,80.0,No,6,0.737,Critical,960.0,Call this week: offer 1-year contract discount
4947-DSMXK,Month-to-month,34,97.7,No,6,0.737,Critical,1172.4,Call this week: offer 1-year contract discount
3688-FTHLT,Month-to-month,16,63.05,No,4,0.737,Critical,756.5999999999999,Call this week: offer 1-year contract discount
9840-EFJQB,Month-to-month,1,74.35,No,8,0.737,Critical,892.1999999999999,Call this week: offer 1-year contract discount
6719-OXYBR,Month-to-month,15,85.3,No,6,0.737,Critical,1023.5999999999999,Call this week: offer 1-year contract discount
2080-GKCWQ,Month-to-month,2,74.95,No,8,0.737,Critical,899.4000000000001,Call this week: offer 1-year contract discount
8705-WZCYL,Month-to-month,1,44.8,No,6,0.736,Critical,537.5999999999999,Call this week: offer 1-year contract discount
7982-VCELR,Month-to-month,36,94.8,No,6,0.736,Critical,1137.6,Call this week: offer 1-year contract discount
9272-LSVYH,Month-to-month,10,70.15,No,8,0.736,Critical,841.8000000000001,Call this week: offer 1-year contract discount
9779-DPNEJ,Month-to-month,22,80.15,No,6,0.736,Critical,961.8000000000001,Call this week: offer 1-year contract discount
4373-VVHQL,Month-to-month,1,44.75,No,6,0.736,Critical,537.0,Call this week: offer 1-year contract discount
0003-MKNFE,Month-to-month,9,59.9,No,6,0.736,Critical,718.8,Call this week: offer 1-year contract discount
2103-ZRXFN,Month-to-month,1,50.75,No,6,0.736,Critical,609.0,Call this week: offer 1-year contract discount
2476-YGEFM,Month-to-month,29,76.0,No,6,0.736,Critical,912.0,Call this week: offer 1-year contract discount
3002-WQZWT,Month-to-month,29,74.2,No,6,0.736,Critical,890.4000000000001,Call this week: offer 1-year contract discount
0749-IRGQE,Month-to-month,13,45.3,No,4,0.736,Critical,543.5999999999999,Call this week: offer 1-year contract discount
1845-CSBRZ,Month-to-month,22,85.35,No,6,0.735,Critical,1024.1999999999998,Call this week: offer 1-year contract discount
8486-AYEQH,Month-to-month,31,76.05,No,6,0.735,Critical,912.5999999999999,Call this week: offer 1-year contract discount
8903-XEBGX,Month-to-month,2,55.3,No,6,0.735,Critical,663.5999999999999,Call this week: offer 1-year contract discount
9971-ZWPBF,Month-to-month,34,108.9,No,5,0.735,Critical,1306.8000000000002,Call this week: offer 1-year contract discount
0771-WLCLA,Month-to-month,16,112.95,No,5,0.734,Critical,1355.4,Call this week: offer 1-year contract discount
8356-WUAOJ,Month-to-month,1,45.0,No,6,0.734,Critical,540.0,Call this week: offer 1-year contract discount
1100-DDVRV,Month-to-month,17,49.8,No,4,0.734,Critical,597.5999999999999,Call this week: offer 1-year contract discount
7718-RXDGG,Month-to-month,15,68.6,No,5,0.734,Critical,823.1999999999999,Call this week: offer 1-year contract discount
5294-DMSFH,Month-to-month,29,87.8,No,6,0.733,Critical,1053.6,Call this week: offer 1-year contract discount
7852-LECYP,Month-to-month,13,93.8,No,6,0.733,Critical,1125.6,Call this week: offer 1-year contract discount
1228-ZLNBX,Month-to-month,21,75.3,No,6,0.733,Critical,903.5999999999999,Call this week: offer 1-year contract discount
3197-ARFOY,Month-to-month,19,105.0,No,5,0.732,Critical,1260.0,Call this week: offer 1-year contract discount
9508-ILZDG,Month-to-month,34,96.35,No,5,0.732,Critical,1156.1999999999998,Call this week: offer 1-year contract discount
5600-KTXFM,Month-to-month,2,69.95,No,7,0.732,Critical,839.4000000000001,Call this week: offer 1-year contract discount
6729-GDNGC,Month-to-month,20,80.7,No,6,0.731,Critical,968.4000000000001,Call this week: offer 1-year contract discount
6429-SHBCB,Month-to-month,19,69.6,No,4,0.731,Critical,835.1999999999999,Call this week: offer 1-year contract discount
5816-SCGFC,Month-to-month,7,51.3,No,6,0.731,Critical,615.5999999999999,Call this week: offer 1-year contract discount
3088-LHEFH,Month-to-month,11,79.0,No,8,0.731,Critical,948.0,Call this week: offer 1-year contract discount
9638-JIQYA,Month-to-month,2,24.9,No,6,0.73,Critical,298.79999999999995,Call this week: offer 1-year contract discount
5515-RUGKN,Month-to-month,8,54.75,No,6,0.729,Critical,657.0,Call this week: offer 1-year contract discount
4727-MCYZG,Month-to-month,1,55.55,No,6,0.729,Critical,666.5999999999999,Call this week: offer 1-year contract discount
6519-CFDBX,Month-to-month,2,45.4,No,6,0.728,Critical,544.8,Call this week: offer 1-year contract discount
4828-FAZPK,Month-to-month,16,79.95,No,6,0.728,Critical,959.4000000000001,Call this week: offer 1-year contract discount
7658-UYUQS,Month-to-month,21,86.55,No,6,0.728,Critical,1038.6,Call this week: offer 1-year contract discount
4062-HBMOS,Month-to-month,52,103.05,No,6,0.728,Critical,1236.6,Call this week: offer 1-year contract discount
4257-GAESD,Month-to-month,6,45.0,No,6,0.727,Critical,540.0,Call this week: offer 1-year contract discount
9588-OZDMQ,Month-to-month,2,45.0,No,6,0.727,Critical,540.0,Call this week: offer 1-year contract discount
9093-FPDLG,Month-to-month,11,94.2,No,7,0.727,Critical,1130.4,Call this week: offer 1-year contract discount
2452-KDRRH,Month-to-month,67,101.4,No,6,0.727,Critical,1216.8000000000002,Call this week: offer 1-year contract discount
9620-ENEJV,Month-to-month,6,70.55,No,8,0.727,Critical,846.5999999999999,Call this week: offer 1-year contract discount
0082-OQIQY,Month-to-month,29,94.2,No,5,0.727,Critical,1130.4,Call this week: offer 1-year contract discount
4815-GBTCD,Month-to-month,4,25.15,No,6,0.727,Critical,301.79999999999995,Call this week: offer 1-year contract discount
2931-FSOHN,Month-to-month,13,59.9,No,4,0.727,Critical,718.8,Call this week: offer 1-year contract discount
6075-SLNIL,Month-to-month,38,95.1,No,6,0.727,Critical,1141.1999999999998,Call this week: offer 1-year contract discount
2971-SGAFL,Month-to-month,13,78.75,No,5,0.726,Critical,945.0,Call this week: offer 1-year contract discount
3167-SNQPL,Month-to-month,38,101.15,No,6,0.725,Critical,1213.8000000000002,Call this week: offer 1-year contract discount
7048-GXDAY,Month-to-month,39,106.4,No,6,0.725,Critical,1276.8000000000002,Call this week: offer 1-year contract discount
7855-DIWPO,Month-to-month,21,68.65,No,5,0.724,Critical,823.8000000000001,Call this week: offer 1-year contract discount
5650-YLIBA,Month-to-month,31,81.15,No,6,0.724,Critical,973.8000000000001,Call this week: offer 1-year contract discount
3841-CONLJ,Month-to-month,1,35.0,No,6,0.724,Critical,420.0,Call this week: offer 1-year contract discount
5916-QEWPT,Month-to-month,2,69.0,No,6,0.724,Critical,828.0,Call this week: offer 1-year contract discount
6557-BZXLQ,Month-to-month,16,69.65,No,5,0.723,Critical,835.8000000000001,Call this week: offer 1-year contract discount
1845-ZLLIG,Month-to-month,1,50.15,No,6,0.723,Critical,601.8,Call this week: offer 1-year contract discount
9885-AIBVB,Month-to-month,29,85.8,No,6,0.722,Critical,1029.6,Call this week: offer 1-year contract discount
7410-OIEDU,Month-to-month,10,79.85,No,8,0.721,Critical,958.1999999999999,Call this week: offer 1-year contract discount
1320-REHCS,Month-to-month,52,110.75,No,5,0.721,Critical,1329.0,Call this week: offer 1-year contract discount
8903-WMRNW,Month-to-month,15,101.75,No,6,0.721,Critical,1221.0,Call this week: offer 1-year contract discount
2831-EBWRN,Month-to-month,4,45.9,No,6,0.721,Critical,550.8,Call this week: offer 1-year contract discount
9667-TKTVZ,Month-to-month,2,54.35,No,5,0.721,Critical,652.2,Call this week: offer 1-year contract discount
6522-YRBXD,Month-to-month,35,94.55,No,6,0.72,Critical,1134.6,Call this week: offer 1-year contract discount
6818-DJXAA,Month-to-month,10,91.1,No,7,0.72,Critical,1093.1999999999998,Call this week: offer 1-year contract discount
3312-ZWLGF,Month-to-month,29,79.3,No,5,0.72,Critical,951.5999999999999,Call this week: offer 1-year contract discount
7590-VHVEG,Month-to-month,1,29.85,No,6,0.719,Critical,358.20000000000005,Call this week: offer 1-year contract discount
5122-CYFXA,Month-to-month,3,75.3,No,6,0.719,Critical,903.5999999999999,Call this week: offer 1-year contract discount
4811-JBUVU,Month-to-month,30,89.9,No,5,0.719,Critical,1078.8000000000002,Call this week: offer 1-year contract discount
1013-QCWAM,Month-to-month,66,100.8,No,6,0.719,Critical,1209.6,Call this week: offer 1-year contract discount
7268-IGMFD,Month-to-month,18,93.9,No,5,0.719,Critical,1126.8000000000002,Call this week: offer 1-year contract discount
3161-GETRM,Month-to-month,34,90.05,No,6,0.719,Critical,1080.6,Call this week: offer 1-year contract discount
5222-IMUKT,Month-to-month,32,91.05,No,6,0.719,Critical,1092.6,Call this week: offer 1-year contract discount
9053-EJUNL,Month-to-month,41,89.2,No,6,0.719,Critical,1070.4,Call this week: offer 1-year contract discount
8990-ZXLSU,Month-to-month,9,69.05,No,7,0.718,Critical,828.5999999999999,Call this week: offer 1-year contract discount
1035-IPQPU,Month-to-month,63,103.5,No,6,0.718,Critical,1242.0,Call this week: offer 1-year contract discount
5609-IMCGG,Month-to-month,15,84.35,No,6,0.717,Critical,1012.1999999999999,Call this week: offer 1-year contract discount
4948-WBBKL,Month-to-month,36,74.9,No,6,0.717,Critical,898.8000000000001,Call this week: offer 1-year contract discount
0682-USIXD,Month-to-month,21,86.05,No,5,0.717,Critical,1032.6,Call this week: offer 1-year contract discount
9992-UJOEL,Month-to-month,2,50.3,No,6,0.716,Critical,603.5999999999999,Call this week: offer 1-year contract discount
3737-XBQDD,Month-to-month,24,84.85,No,6,0.716,Critical,1018.1999999999999,Call this week: offer 1-year contract discount
0541-FITGH,Month-to-month,2,62.15,No,6,0.716,Critical,745.8,Call this week: offer 1-year contract discount
2916-BQZLN,Month-to-month,19,84.75,No,6,0.716,Critical,1017.0,Call this week: offer 1-year contract discount
8180-AKMJV,Month-to-month,1,44.55,No,6,0.716,Critical,534.5999999999999,Call this week: offer 1-year contract discount
5424-RLQLC,Month-to-month,10,59.65,No,6,0.716,Critical,715.8,Call this week: offer 1-year contract discount
9169-BSVIN,Month-to-month,12,74.75,No,7,0.714,Critical,897.0,Call this week: offer 1-year contract discount
8849-AYPTR,Month-to-month,33,91.25,No,6,0.714,Critical,1095.0,Call this week: offer 1-year contract discount
3955-JBZZM,Month-to-month,20,78.8,No,6,0.714,Critical,945.5999999999999,Call this week: offer 1-year contract discount
6078-VESFR,Month-to-month,13,70.45,No,6,0.714,Critical,845.4000000000001,Call this week: offer 1-year contract discount
2322-VCZHZ,Month-to-month,23,90.0,No,6,0.714,Critical,1080.0,Call this week: offer 1-year contract discount
8778-LMWTJ,Month-to-month,9,74.85,No,8,0.714,Critical,898.1999999999999,Call this week: offer 1-year contract discount
2501-XWWTZ,Month-to-month,11,70.2,No,8,0.713,Critical,842.4000000000001,Call this week: offer 1-year contract discount
3761-FLYZI,Month-to-month,65,108.8,No,6,0.713,Critical,1305.6,Call this week: offer 1-year contract discount
9261-WDCAF,Month-to-month,3,54.65,No,6,0.713,Critical,655.8,Call this week: offer 1-year contract discount
8819-IMISP,Month-to-month,31,80.45,No,6,0.713,Critical,965.4000000000001,Call this week: offer 1-year contract discount
2018-PZKMU,Month-to-month,9,103.1,No,7,0.713,Critical,1237.1999999999998,Call this week: offer 1-year contract discount
9398-MMQTO,Month-to-month,3,74.45,No,8,0.713,Critical,893.4000000000001,Call this week: offer 1-year contract discount
0221-WMXNQ,Month-to-month,4,75.35,No,8,0.712,Critical,904.1999999999999,Call this week: offer 1-year contract discount
3524-WQDSG,Month-to-month,43,99.3,No,6,0.712,Critical,1191.6,Call this week: offer 1-year contract discount
7892-QVYKW,Month-to-month,23,85.6,No,6,0.712,Critical,1027.1999999999998,Call this week: offer 1-year contract discount
0177-PXBAT,Month-to-month,33,109.9,No,5,0.711,Critical,1318.8000000000002,Call this week: offer 1-year contract discount
4553-DVPZG,Month-to-month,62,101.35,No,6,0.711,Critical,1216.1999999999998,Call this week: offer 1-year contract discount
4619-EVPHY,One year,20,91.0,No,3,0.711,Critical,1092.0,Call this week: personal retention offer
2378-VTKDH,Month-to-month,65,104.35,No,6,0.711,Critical,1252.1999999999998,Call this week: offer 1-year contract discount
0999-QXNSA,Month-to-month,7,45.75,No,6,0.709,Critical,549.0,Call this week: offer 1-year contract discount
7159-FVYPK,Month-to-month,3,69.15,No,6,0.709,Critical,829.8000000000001,Call this week: offer 1-year contract discount
2507-QZPQS,Month-to-month,15,95.7,No,5,0.709,Critical,1148.4,Call this week: offer 1-year contract discount
6233-HXJMX,Month-to-month,45,89.3,No,6,0.709,Critical,1071.6,Call this week: offer 1-year contract discount
2495-KZNFB,Month-to-month,33,90.65,No,6,0.709,Critical,1087.8000000000002,Call this week: offer 1-year contract discount
2040-VZIKE,Month-to-month,49,100.85,No,6,0.708,Critical,1210.1999999999998,Call this week: offer 1-year contract discount
0599-XNYDO,Month-to-month,20,69.8,No,5,0.708,Critical,837.5999999999999,Call this week: offer 1-year contract discount
7876-BEUTG,Month-to-month,15,48.8,No,4,0.708,Critical,585.5999999999999,Call this week: offer 1-year contract discount
0468-YRPXN,Month-to-month,29,98.8,No,5,0.707,Critical,1185.6,Call this week: offer 1-year contract discount
2227-JRSJX,Month-to-month,21,99.15,No,5,0.707,Critical,1189.8000000000002,Call this week: offer 1-year contract discount
6185-TASNN,Month-to-month,1,46.3,No,6,0.707,Critical,555.5999999999999,Call this week: offer 1-year contract discount
9800-ONTFE,Month-to-month,22,75.8,No,6,0.707,Critical,909.5999999999999,Call this week: offer 1-year contract discount
0118-JPNOY,Month-to-month,26,85.8,No,6,0.707,Critical,1029.6,Call this week: offer 1-year contract discount
3748-FVMZZ,Month-to-month,4,40.05,No,5,0.706,Critical,480.59999999999997,Call this week: offer 1-year contract discount
2811-POVEX,Month-to-month,23,88.45,No,6,0.706,Critical,1061.4,Call this week: offer 1-year contract discount
6377-WHAOX,Month-to-month,60,106.15,No,6,0.706,Critical,1273.8000000000002,Call this week: offer 1-year contract discount
9714-EDSUC,Month-to-month,4,94.9,No,7,0.706,Critical,1138.8000000000002,Call this week: offer 1-year contract discount
0463-ZSDNT,Month-to-month,10,56.75,No,6,0.706,Critical,681.0,Call this week: offer 1-year contract discount
1173-NOEYG,Month-to-month,27,90.15,No,6,0.705,Critical,1081.8000000000002,Call this week: offer 1-year contract discount
8058-DMYRU,Month-to-month,54,90.05,No,6,0.705,Critical,1080.6,Call this week: offer 1-year contract discount
5968-VXZLG,Month-to-month,2,46.6,No,6,0.705,Critical,559.2,Call this week: offer 1-year contract discount
3914-FDRHP,Month-to-month,9,86.25,No,7,0.705,Critical,1035.0,Call this week: offer 1-year contract discount
3055-MJDSB,Month-to-month,9,24.6,No,6,0.704,Critical,295.20000000000005,Call this week: offer 1-year contract discount
8887-IPQNC,Month-to-month,7,44.25,No,6,0.704,Critical,531.0,Call this week: offer 1-year contract discount
2587-EKXTS,Month-to-month,44,111.5,No,6,0.704,Critical,1338.0,Call this week: offer 1-year contract discount
2582-FFFZR,Month-to-month,22,50.6,No,4,0.704,Critical,607.2,Call this week: offer 1-year contract discount
4881-JVQOD,Month-to-month,10,34.55,No,6,0.703,Critical,414.59999999999997,Call this week: offer 1-year contract discount
7460-ITWWP,Month-to-month,45,86.1,No,6,0.703,Critical,1033.1999999999998,Call this week: offer 1-year contract discount
5153-RTHKF,Month-to-month,34,85.35,No,6,0.703,Critical,1024.1999999999998,Call this week: offer 1-year contract discount
4706-DGAHW,Month-to-month,1,45.2,No,6,0.703,Critical,542.4000000000001,Call this week: offer 1-year contract discount
8725-JEDFD,Month-to-month,27,69.05,No,5,0.703,Critical,828.5999999999999,Call this week: offer 1-year contract discount
3961-SXAXY,Month-to-month,1,44.05,No,6,0.702,Critical,528.5999999999999,Call this week: offer 1-year contract discount
7967-HYCDE,Month-to-month,8,70.7,No,8,0.702,Critical,848.4000000000001,Call this week: offer 1-year contract discount
9029-FEGVJ,Month-to-month,32,79.3,No,6,0.702,Critical,951.5999999999999,Call this week: offer 1-year contract discount
8993-IZEUX,Month-to-month,7,69.15,No,7,0.702,Critical,829.8000000000001,Call this week: offer 1-year contract discount
1472-TNCWL,Month-to-month,36,94.7,No,6,0.702,Critical,1136.4,Call this week: offer 1-year contract discount
8800-ZKRFW,Month-to-month,30,107.5,No,5,0.701,Critical,1290.0,Call this week: offer 1-year contract discount
6650-VJONK,Month-to-month,1,43.85,No,6,0.701,Critical,526.2,Call this week: offer 1-year contract discount
4993-JCRGJ,Month-to-month,26,84.3,No,5,0.701,Critical,1011.5999999999999,Call this week: offer 1-year contract discount
4223-WOZCM,Month-to-month,2,49.95,No,6,0.701,Critical,599.4000000000001,Call this week: offer 1-year contract discount
1101-SSWAG,Month-to-month,15,51.1,No,4,0.701,Critical,613.2,Call this week: offer 1-year contract discount
5760-FXFVO,Month-to-month,6,78.95,No,8,0.701,Critical,947.4000000000001,Call this week: offer 1-year contract discount
2862-PFNIK,Month-to-month,1,24.7,No,6,0.701,Critical,296.4,Call this week: offer 1-year contract discount
6243-OZGFH,Month-to-month,23,44.95,No,4,0.7,High,539.4000000000001,Email: targeted discount / highlight unused services
9281-OFDMF,Month-to-month,39,90.7,No,6,0.7,High,1088.4,Email: targeted discount / highlight unused services
6173-GOLSU,Month-to-month,67,94.65,No,6,0.7,High,1135.8000000000002,Email: targeted discount / highlight unused services
9348-YVOMK,Month-to-month,4,44.8,No,6,0.699,High,537.5999999999999,Email: targeted discount / highlight unused services
6745-JEFZB,Month-to-month,35,91.5,No,5,0.698,High,1098.0,Email: targeted discount / highlight unused services
0106-GHRQR,Month-to-month,16,71.4,No,5,0.698,High,856.8000000000001,Email: targeted discount / highlight unused services
6635-CPNUN,Month-to-month,28,96.6,No,6,0.698,High,1159.1999999999998,Email: targeted discount / highlight unused services
0430-IHCDJ,Month-to-month,15,49.0,No,4,0.698,High,588.0,Email: targeted discount / highlight unused services
8720-RQSBJ,Month-to-month,1,44.0,No,6,0.698,High,528.0,Email: targeted discount / highlight unused services
0139-IVFJG,Month-to-month,2,90.35,No,8,0.697,High,1084.1999999999998,Email: targeted discount / highlight unused services
8584-KMVXD,Month-to-month,8,75.6,No,8,0.697,High,907.1999999999999,Email: targeted discount / highlight unused services
0564-MUUQK,Month-to-month,20,95.5,No,5,0.697,High,1146.0,Email: targeted discount / highlight unused services
2252-ISRNH,One year,9,90.35,No,5,0.697,High,1084.1999999999998,Email: targeted discount / highlight unused services
9752-ZNQUT,Month-to-month,1,48.6,No,6,0.697,High,583.2,Email: targeted discount / highlight unused services
7129-CAKJW,Month-to-month,17,80.05,No,6,0.697,High,960.5999999999999,Email: targeted discount / highlight unused services
7339-POGZN,Month-to-month,4,50.7,No,6,0.696,High,608.4000000000001,Email: targeted discount / highlight unused services
3005-TYFRD,Month-to-month,55,103.65,No,6,0.696,High,1243.8000000000002,Email: targeted discount / highlight unused services
2038-LLMLM,Month-to-month,48,103.85,No,5,0.695,High,1246.1999999999998,Email: targeted discount / highlight unused services
1391-UBDAR,Month-to-month,11,72.9,No,8,0.695,High,874.8000000000001,Email: targeted discount / highlight unused services
5533-NHFRF,Month-to-month,7,44.4,No,5,0.695,High,532.8,Email: targeted discount / highlight unused services
0641-EVBOJ,Month-to-month,3,82.3,No,7,0.695,High,987.5999999999999,Email: targeted discount / highlight unused services
8785-CJSHH,Month-to-month,60,99.8,No,6,0.694,High,1197.6,Email: targeted discount / highlight unused services
3995-WFCSM,Month-to-month,2,60.85,No,6,0.694,High,730.2,Email: targeted discount / highlight unused services
7901-HXJVA,Month-to-month,14,76.45,No,6,0.694,High,917.4000000000001,Email: targeted discount / highlight unused services
9278-VZKCD,Month-to-month,52,109.1,No,6,0.694,High,1309.1999999999998,Email: targeted discount / highlight unused services
8313-KTIHG,Month-to-month,4,61.3,No,5,0.694,High,735.5999999999999,Email: targeted discount / highlight unused services
7978-DKUQH,Month-to-month,25,74.6,No,6,0.693,High,895.1999999999999,Email: targeted discount / highlight unused services
0708-LGSMF,Month-to-month,13,65.85,No,4,0.692,High,790.1999999999999,Email: targeted discount / highlight unused services
